Year,County,County ANSI,Yield,CV (%),Growing_Season_Precip_mm,Growing_Season_Temp_C,NAME,mean,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,soil_quality_score,slope_avg,temp_precip_interaction,lag_yield
2017,FORD,57,,21.3,438.90999999999997,20.7445494623656,Ford,0.4380139745318477,768.0,0.1033,0.6581,0.2329,0.0057,0.0,0.0,0.0,0.0,0.0447,0.0939,0.0453,0.0547,0.7614,0.0,0.0,0.0241999998688698,66.0131530761719,0.140412554144859,23.3917961120605,10.4304399490356,33.8222351074219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,9104.990204526885,
2012,FRANKLIN,59,,11.2,222.76999999999998,23.49266774193548,Franklin,0.5469275868616128,295.0,0.0388,0.3958,0.4588,0.1019,0.0046,0.0001,0.0,0.0,0.1397,0.1584,0.1179,0.1494,0.4346,0.0,0.0,0.433100014925003,26.6757202148438,5.4535493850708,66.9623565673828,0.475274592638016,67.437629699707,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.125,5233.461592870966,
2012,FRANKLIN,59,,12.9,222.76999999999998,23.49266774193548,Franklin,0.5469275868616128,295.0,0.0388,0.3958,0.4588,0.1019,0.0046,0.0001,0.0,0.0,0.1397,0.1584,0.1179,0.1494,0.4346,0.0,0.0,0.433100014925003,26.6757202148438,5.4535493850708,66.9623565673828,0.475274592638016,67.437629699707,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.125,5233.461592870966,
2012,FRANKLIN,59,,,222.76999999999998,23.49266774193548,Franklin,0.5469275868616128,295.0,0.0388,0.3958,0.4588,0.1019,0.0046,0.0001,0.0,0.0,0.1397,0.1584,0.1179,0.1494,0.4346,0.0,0.0,0.433100014925003,26.6757202148438,5.4535493850708,66.9623565673828,0.475274592638016,67.437629699707,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.125,5233.461592870966,
2017,FRANKLIN,59,,29.8,700.01,20.74056666666666,Franklin,0.6665584066576188,295.0,0.0388,0.3958,0.4588,0.1019,0.0046,0.0001,0.0,0.0,0.1397,0.1584,0.1179,0.1494,0.4346,0.0,0.0,0.433100014925003,26.6757202148438,5.4535493850708,66.9623565673828,0.475274592638016,67.437629699707,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.125,14518.604072333328,
2017,FRANKLIN,59,,20.2,700.01,20.74056666666666,Franklin,0.6665584066576188,295.0,0.0388,0.3958,0.4588,0.1019,0.0046,0.0001,0.0,0.0,0.1397,0.1584,0.1179,0.1494,0.4346,0.0,0.0,0.433100014925003,26.6757202148438,5.4535493850708,66.9623565673828,0.475274592638016,67.437629699707,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.125,14518.604072333328,
2017,FRANKLIN,59,,20.1,700.01,20.74056666666666,Franklin,0.6665584066576188,295.0,0.0388,0.3958,0.4588,0.1019,0.0046,0.0001,0.0,0.0,0.1397,0.1584,0.1179,0.1494,0.4346,0.0,0.0,0.433100014925003,26.6757202148438,5.4535493850708,66.9623565673828,0.475274592638016,67.437629699707,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.125,14518.604072333328,
2012,GEARY,61,,11.2,340.15,22.99747741935484,Geary,0.5209820408597601,399.0,0.0119,0.1327,0.3507,0.3318,0.1284,0.0444,0.0001,0.0,0.2069,0.1961,0.1762,0.2762,0.1446,0.0,0.0,0.0177999995648861,96.5719985961914,0.0,2.64173173904419,0.76846832036972,3.41020011901855,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,7822.591944193548,
2012,GEARY,61,,12.9,340.15,22.99747741935484,Geary,0.5209820408597601,399.0,0.0119,0.1327,0.3507,0.3318,0.1284,0.0444,0.0001,0.0,0.2069,0.1961,0.1762,0.2762,0.1446,0.0,0.0,0.0177999995648861,96.5719985961914,0.0,2.64173173904419,0.76846832036972,3.41020011901855,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,7822.591944193548,
2012,GEARY,61,65.0,20.2,340.15,22.99747741935484,Geary,0.5209820408597601,399.0,0.0119,0.1327,0.3507,0.3318,0.1284,0.0444,0.0001,0.0,0.2069,0.1961,0.1762,0.2762,0.1446,0.0,0.0,0.0177999995648861,96.5719985961914,0.0,2.64173173904419,0.76846832036972,3.41020011901855,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,7822.591944193548,
2017,GEARY,61,,29.8,528.69,21.12925268817206,Geary,0.6011160697968327,399.0,0.0119,0.1327,0.3507,0.3318,0.1284,0.0444,0.0001,0.0,0.2069,0.1961,0.1762,0.2762,0.1446,0.0,0.0,0.0177999995648861,96.5719985961914,0.0,2.64173173904419,0.76846832036972,3.41020011901855,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,11170.824603709687,65.0
2017,GEARY,61,,20.2,528.69,21.12925268817206,Geary,0.6011160697968327,399.0,0.0119,0.1327,0.3507,0.3318,0.1284,0.0444,0.0001,0.0,0.2069,0.1961,0.1762,0.2762,0.1446,0.0,0.0,0.0177999995648861,96.5719985961914,0.0,2.64173173904419,0.76846832036972,3.41020011901855,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,11170.824603709687,
2017,GEARY,61,,20.1,528.69,21.12925268817206,Geary,0.6011160697968327,399.0,0.0119,0.1327,0.3507,0.3318,0.1284,0.0444,0.0001,0.0,0.2069,0.1961,0.1762,0.2762,0.1446,0.0,0.0,0.0177999995648861,96.5719985961914,0.0,2.64173173904419,0.76846832036972,3.41020011901855,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,11170.824603709687,
2017,GEARY,61,,,528.69,21.12925268817206,Geary,0.6011160697968327,399.0,0.0119,0.1327,0.3507,0.3318,0.1284,0.0444,0.0001,0.0,0.2069,0.1961,0.1762,0.2762,0.1446,0.0,0.0,0.0177999995648861,96.5719985961914,0.0,2.64173173904419,0.76846832036972,3.41020011901855,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,11170.824603709687,
2012,GOVE,63,,11.2,197.77,22.331322580645143,Gove,0.3236124404022074,816.0,0.04,0.4766,0.4329,0.0505,0.0,0.0,0.0,0.0,0.0889,0.1904,0.1219,0.0822,0.5166,0.0,1.0,0.0507999993860722,65.0167465209961,0.163680717349052,29.6451759338379,4.1235990524292,33.7687759399414,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.4285714285714286,0.125,4416.46566677419,
2012,GOVE,63,,12.9,197.77,22.331322580645143,Gove,0.3236124404022074,816.0,0.04,0.4766,0.4329,0.0505,0.0,0.0,0.0,0.0,0.0889,0.1904,0.1219,0.0822,0.5166,0.0,1.0,0.0507999993860722,65.0167465209961,0.163680717349052,29.6451759338379,4.1235990524292,33.7687759399414,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.4285714285714286,0.125,4416.46566677419,
2012,GOVE,63,,20.2,197.77,22.331322580645143,Gove,0.3236124404022074,816.0,0.04,0.4766,0.4329,0.0505,0.0,0.0,0.0,0.0,0.0889,0.1904,0.1219,0.0822,0.5166,0.0,1.0,0.0507999993860722,65.0167465209961,0.163680717349052,29.6451759338379,4.1235990524292,33.7687759399414,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.4285714285714286,0.125,4416.46566677419,
2017,GOVE,63,,29.8,367.96,20.0011129032258,Gove,0.4109236067214337,816.0,0.04,0.4766,0.4329,0.0505,0.0,0.0,0.0,0.0,0.0889,0.1904,0.1219,0.0822,0.5166,0.0,1.0,0.0507999993860722,65.0167465209961,0.163680717349052,29.6451759338379,4.1235990524292,33.7687759399414,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.4285714285714286,0.125,7359.6095038709645,
2017,GOVE,63,,20.2,367.96,20.0011129032258,Gove,0.4109236067214337,816.0,0.04,0.4766,0.4329,0.0505,0.0,0.0,0.0,0.0,0.0889,0.1904,0.1219,0.0822,0.5166,0.0,1.0,0.0507999993860722,65.0167465209961,0.163680717349052,29.6451759338379,4.1235990524292,33.7687759399414,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.4285714285714286,0.125,7359.6095038709645,
2017,GOVE,63,,20.1,367.96,20.0011129032258,Gove,0.4109236067214337,816.0,0.04,0.4766,0.4329,0.0505,0.0,0.0,0.0,0.0,0.0889,0.1904,0.1219,0.0822,0.5166,0.0,1.0,0.0507999993860722,65.0167465209961,0.163680717349052,29.6451759338379,4.1235990524292,33.7687759399414,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.4285714285714286,0.125,7359.6095038709645,
2017,GOVE,63,922.0,21.3,367.96,20.0011129032258,Gove,0.4109236067214337,816.0,0.04,0.4766,0.4329,0.0505,0.0,0.0,0.0,0.0,0.0889,0.1904,0.1219,0.0822,0.5166,0.0,1.0,0.0507999993860722,65.0167465209961,0.163680717349052,29.6451759338379,4.1235990524292,33.7687759399414,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.4285714285714286,0.125,7359.6095038709645,
2012,GRAHAM,65,,11.2,190.6,22.52494946236558,Graham,0.3608176157450741,709.0,0.0137,0.1847,0.6193,0.1817,0.0006,0.0,0.0,0.0,0.2136,0.2386,0.1037,0.2457,0.1984,0.0,0.0,0.0493999980390072,63.2275466918945,0.403393417596817,33.3244667053223,2.99519491195679,36.3196601867676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,4293.255367526879,
2012,GRAHAM,65,,12.9,190.6,22.52494946236558,Graham,0.3608176157450741,709.0,0.0137,0.1847,0.6193,0.1817,0.0006,0.0,0.0,0.0,0.2136,0.2386,0.1037,0.2457,0.1984,0.0,0.0,0.0493999980390072,63.2275466918945,0.403393417596817,33.3244667053223,2.99519491195679,36.3196601867676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,4293.255367526879,
2012,GRAHAM,65,859.0,20.2,190.6,22.52494946236558,Graham,0.3608176157450741,709.0,0.0137,0.1847,0.6193,0.1817,0.0006,0.0,0.0,0.0,0.2136,0.2386,0.1037,0.2457,0.1984,0.0,0.0,0.0493999980390072,63.2275466918945,0.403393417596817,33.3244667053223,2.99519491195679,36.3196601867676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,4293.255367526879,
2017,GRAHAM,65,,29.8,365.9,20.15609247311828,Graham,0.4509785273217872,709.0,0.0137,0.1847,0.6193,0.1817,0.0006,0.0,0.0,0.0,0.2136,0.2386,0.1037,0.2457,0.1984,0.0,0.0,0.0493999980390072,63.2275466918945,0.403393417596817,33.3244667053223,2.99519491195679,36.3196601867676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7375.1142359139785,859.0
2017,GRAHAM,65,,20.2,365.9,20.15609247311828,Graham,0.4509785273217872,709.0,0.0137,0.1847,0.6193,0.1817,0.0006,0.0,0.0,0.0,0.2136,0.2386,0.1037,0.2457,0.1984,0.0,0.0,0.0493999980390072,63.2275466918945,0.403393417596817,33.3244667053223,2.99519491195679,36.3196601867676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7375.1142359139785,
2017,GRAHAM,65,,20.1,365.9,20.15609247311828,Graham,0.4509785273217872,709.0,0.0137,0.1847,0.6193,0.1817,0.0006,0.0,0.0,0.0,0.2136,0.2386,0.1037,0.2457,0.1984,0.0,0.0,0.0493999980390072,63.2275466918945,0.403393417596817,33.3244667053223,2.99519491195679,36.3196601867676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7375.1142359139785,
2017,GRAHAM,65,981.0,21.3,365.9,20.15609247311828,Graham,0.4509785273217872,709.0,0.0137,0.1847,0.6193,0.1817,0.0006,0.0,0.0,0.0,0.2136,0.2386,0.1037,0.2457,0.1984,0.0,0.0,0.0493999980390072,63.2275466918945,0.403393417596817,33.3244667053223,2.99519491195679,36.3196601867676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7375.1142359139785,
2012,GRANT,67,,11.2,162.82,22.81479032258066,Grant,0.3453937710752482,928.0,0.0635,0.5048,0.404,0.0277,0.0,0.0,0.0,0.0,0.0694,0.1186,0.0946,0.1491,0.5683,0.0,0.0,0.0547719895839691,63.8714904785156,0.0,0.0,36.0737380981445,36.0737380981445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,3714.704160322583,
2012,GRANT,67,,12.9,162.82,22.81479032258066,Grant,0.3453937710752482,928.0,0.0635,0.5048,0.404,0.0277,0.0,0.0,0.0,0.0,0.0694,0.1186,0.0946,0.1491,0.5683,0.0,0.0,0.0547719895839691,63.8714904785156,0.0,0.0,36.0737380981445,36.0737380981445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,3714.704160322583,
2012,GRANT,67,,20.2,162.82,22.81479032258066,Grant,0.3453937710752482,928.0,0.0635,0.5048,0.404,0.0277,0.0,0.0,0.0,0.0,0.0694,0.1186,0.0946,0.1491,0.5683,0.0,0.0,0.0547719895839691,63.8714904785156,0.0,0.0,36.0737380981445,36.0737380981445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,3714.704160322583,
2017,GRANT,67,,29.8,431.0,20.50209677419356,Grant,0.4323189440169563,928.0,0.0635,0.5048,0.404,0.0277,0.0,0.0,0.0,0.0,0.0694,0.1186,0.0946,0.1491,0.5683,0.0,0.0,0.0547719895839691,63.8714904785156,0.0,0.0,36.0737380981445,36.0737380981445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8836.403709677425,
2017,GRANT,67,,20.2,431.0,20.50209677419356,Grant,0.4323189440169563,928.0,0.0635,0.5048,0.404,0.0277,0.0,0.0,0.0,0.0,0.0694,0.1186,0.0946,0.1491,0.5683,0.0,0.0,0.0547719895839691,63.8714904785156,0.0,0.0,36.0737380981445,36.0737380981445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8836.403709677425,
2017,GRANT,67,,20.1,431.0,20.50209677419356,Grant,0.4323189440169563,928.0,0.0635,0.5048,0.404,0.0277,0.0,0.0,0.0,0.0,0.0694,0.1186,0.0946,0.1491,0.5683,0.0,0.0,0.0547719895839691,63.8714904785156,0.0,0.0,36.0737380981445,36.0737380981445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8836.403709677425,
2017,GRANT,67,,21.3,431.0,20.50209677419356,Grant,0.4323189440169563,928.0,0.0635,0.5048,0.404,0.0277,0.0,0.0,0.0,0.0,0.0694,0.1186,0.0946,0.1491,0.5683,0.0,0.0,0.0547719895839691,63.8714904785156,0.0,0.0,36.0737380981445,36.0737380981445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8836.403709677425,
2012,GRAY,69,,11.2,232.91,22.8416806451613,Gray,0.391755809045021,834.0,0.0694,0.585,0.3396,0.006,0.0,0.0,0.0,0.0,0.0843,0.119,0.0365,0.1058,0.6544,0.0,0.0,0.148800000548363,36.0629806518555,0.234298259019852,19.596622467041,43.9572982788086,63.5539207458496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,5320.055839064518,
2012,GRAY,69,,12.9,232.91,22.8416806451613,Gray,0.391755809045021,834.0,0.0694,0.585,0.3396,0.006,0.0,0.0,0.0,0.0,0.0843,0.119,0.0365,0.1058,0.6544,0.0,0.0,0.148800000548363,36.0629806518555,0.234298259019852,19.596622467041,43.9572982788086,63.5539207458496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,5320.055839064518,
2012,GRAY,69,,20.2,232.91,22.8416806451613,Gray,0.391755809045021,834.0,0.0694,0.585,0.3396,0.006,0.0,0.0,0.0,0.0,0.0843,0.119,0.0365,0.1058,0.6544,0.0,0.0,0.148800000548363,36.0629806518555,0.234298259019852,19.596622467041,43.9572982788086,63.5539207458496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,5320.055839064518,
2017,GRAY,69,,29.8,380.52,20.71257096774194,Gray,0.4528658670672711,834.0,0.0694,0.585,0.3396,0.006,0.0,0.0,0.0,0.0,0.0843,0.119,0.0365,0.1058,0.6544,0.0,0.0,0.148800000548363,36.0629806518555,0.234298259019852,19.596622467041,43.9572982788086,63.5539207458496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7881.547504645162,
2017,GRAY,69,,20.2,380.52,20.71257096774194,Gray,0.4528658670672711,834.0,0.0694,0.585,0.3396,0.006,0.0,0.0,0.0,0.0,0.0843,0.119,0.0365,0.1058,0.6544,0.0,0.0,0.148800000548363,36.0629806518555,0.234298259019852,19.596622467041,43.9572982788086,63.5539207458496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7881.547504645162,
2017,GRAY,69,,20.1,380.52,20.71257096774194,Gray,0.4528658670672711,834.0,0.0694,0.585,0.3396,0.006,0.0,0.0,0.0,0.0,0.0843,0.119,0.0365,0.1058,0.6544,0.0,0.0,0.148800000548363,36.0629806518555,0.234298259019852,19.596622467041,43.9572982788086,63.5539207458496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7881.547504645162,
2017,GRAY,69,,21.3,380.52,20.71257096774194,Gray,0.4528658670672711,834.0,0.0694,0.585,0.3396,0.006,0.0,0.0,0.0,0.0,0.0843,0.119,0.0365,0.1058,0.6544,0.0,0.0,0.148800000548363,36.0629806518555,0.234298259019852,19.596622467041,43.9572982788086,63.5539207458496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7881.547504645162,
2012,GREELEY,71,,11.2,119.18,21.69429354838708,Greeley,0.2971098898845251,1112.0,0.1391,0.6889,0.1658,0.0062,0.0,0.0,0.0,0.0,0.0421,0.0747,0.0291,0.0261,0.828,0.0,0.0,0.0279999990016222,93.4955596923828,0.0,0.0,6.47643899917603,6.47643899917603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,2585.5259050967725,
2012,GREELEY,71,,12.9,119.18,21.69429354838708,Greeley,0.2971098898845251,1112.0,0.1391,0.6889,0.1658,0.0062,0.0,0.0,0.0,0.0,0.0421,0.0747,0.0291,0.0261,0.828,0.0,0.0,0.0279999990016222,93.4955596923828,0.0,0.0,6.47643899917603,6.47643899917603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,2585.5259050967725,
2012,GREELEY,71,,20.2,119.18,21.69429354838708,Greeley,0.2971098898845251,1112.0,0.1391,0.6889,0.1658,0.0062,0.0,0.0,0.0,0.0,0.0421,0.0747,0.0291,0.0261,0.828,0.0,0.0,0.0279999990016222,93.4955596923828,0.0,0.0,6.47643899917603,6.47643899917603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,2585.5259050967725,
2017,GREELEY,71,,29.8,464.94,19.231016129032263,Greeley,0.3872415982292531,1112.0,0.1391,0.6889,0.1658,0.0062,0.0,0.0,0.0,0.0,0.0421,0.0747,0.0291,0.0261,0.828,0.0,0.0,0.0279999990016222,93.4955596923828,0.0,0.0,6.47643899917603,6.47643899917603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8941.26863903226,
2017,GREELEY,71,,20.2,464.94,19.231016129032263,Greeley,0.3872415982292531,1112.0,0.1391,0.6889,0.1658,0.0062,0.0,0.0,0.0,0.0,0.0421,0.0747,0.0291,0.0261,0.828,0.0,0.0,0.0279999990016222,93.4955596923828,0.0,0.0,6.47643899917603,6.47643899917603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8941.26863903226,
2017,GREELEY,71,,20.1,464.94,19.231016129032263,Greeley,0.3872415982292531,1112.0,0.1391,0.6889,0.1658,0.0062,0.0,0.0,0.0,0.0,0.0421,0.0747,0.0291,0.0261,0.828,0.0,0.0,0.0279999990016222,93.4955596923828,0.0,0.0,6.47643899917603,6.47643899917603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8941.26863903226,
2017,GREELEY,71,,21.3,464.94,19.231016129032263,Greeley,0.3872415982292531,1112.0,0.1391,0.6889,0.1658,0.0062,0.0,0.0,0.0,0.0,0.0421,0.0747,0.0291,0.0261,0.828,0.0,0.0,0.0279999990016222,93.4955596923828,0.0,0.0,6.47643899917603,6.47643899917603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,8941.26863903226,
2012,GREENWOOD,73,,11.2,282.65,23.38652258064516,Greenwood,0.5540113643081527,334.0,0.0477,0.4719,0.42,0.059,0.0013,0.0001,0.0,0.0,0.093,0.1781,0.1054,0.1039,0.5196,0.0,0.0,0.160099998116493,79.594612121582,0.149170979857445,19.7078704833984,0.388246089220047,20.0961170196533,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,6610.200607419354,
2012,GREENWOOD,73,,12.9,282.65,23.38652258064516,Greenwood,0.5540113643081527,334.0,0.0477,0.4719,0.42,0.059,0.0013,0.0001,0.0,0.0,0.093,0.1781,0.1054,0.1039,0.5196,0.0,0.0,0.160099998116493,79.594612121582,0.149170979857445,19.7078704833984,0.388246089220047,20.0961170196533,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,6610.200607419354,
2017,GREENWOOD,73,596.0,29.8,600.3,21.25123548387096,Greenwood,0.6392912641403475,334.0,0.0477,0.4719,0.42,0.059,0.0013,0.0001,0.0,0.0,0.093,0.1781,0.1054,0.1039,0.5196,0.0,0.0,0.160099998116493,79.594612121582,0.149170979857445,19.7078704833984,0.388246089220047,20.0961170196533,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,12757.116660967737,
2017,GREENWOOD,73,,20.2,600.3,21.25123548387096,Greenwood,0.6392912641403475,334.0,0.0477,0.4719,0.42,0.059,0.0013,0.0001,0.0,0.0,0.093,0.1781,0.1054,0.1039,0.5196,0.0,0.0,0.160099998116493,79.594612121582,0.149170979857445,19.7078704833984,0.388246089220047,20.0961170196533,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,12757.116660967737,596.0
2017,GREENWOOD,73,,20.1,600.3,21.25123548387096,Greenwood,0.6392912641403475,334.0,0.0477,0.4719,0.42,0.059,0.0013,0.0001,0.0,0.0,0.093,0.1781,0.1054,0.1039,0.5196,0.0,0.0,0.160099998116493,79.594612121582,0.149170979857445,19.7078704833984,0.388246089220047,20.0961170196533,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.12499999999999999,12757.116660967737,
2012,HAMILTON,75,,11.2,130.34,22.55029139784946,Hamilton,0.2846424362620053,999.0,0.1022,0.5831,0.306,0.0087,0.0,0.0,0.0,0.0,0.1267,0.084,0.052,0.052,0.6853,0.0,0.0,0.0480999983847141,94.9103546142578,0.0,0.0,5.04154682159424,5.04154682159424,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,0.12499999999999999,2939.2049807956987,
2012,HAMILTON,75,,12.9,130.34,22.55029139784946,Hamilton,0.2846424362620053,999.0,0.1022,0.5831,0.306,0.0087,0.0,0.0,0.0,0.0,0.1267,0.084,0.052,0.052,0.6853,0.0,0.0,0.0480999983847141,94.9103546142578,0.0,0.0,5.04154682159424,5.04154682159424,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,0.12499999999999999,2939.2049807956987,
2012,HAMILTON,75,,20.2,130.34,22.55029139784946,Hamilton,0.2846424362620053,999.0,0.1022,0.5831,0.306,0.0087,0.0,0.0,0.0,0.0,0.1267,0.084,0.052,0.052,0.6853,0.0,0.0,0.0480999983847141,94.9103546142578,0.0,0.0,5.04154682159424,5.04154682159424,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,0.12499999999999999,2939.2049807956987,
2017,HAMILTON,75,,29.8,440.28999999999996,19.89247096774194,Hamilton,0.3776914210183798,999.0,0.1022,0.5831,0.306,0.0087,0.0,0.0,0.0,0.0,0.1267,0.084,0.052,0.052,0.6853,0.0,0.0,0.0480999983847141,94.9103546142578,0.0,0.0,5.04154682159424,5.04154682159424,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,0.12499999999999999,8758.456042387097,
2017,HAMILTON,75,,20.2,440.28999999999996,19.89247096774194,Hamilton,0.3776914210183798,999.0,0.1022,0.5831,0.306,0.0087,0.0,0.0,0.0,0.0,0.1267,0.084,0.052,0.052,0.6853,0.0,0.0,0.0480999983847141,94.9103546142578,0.0,0.0,5.04154682159424,5.04154682159424,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,0.12499999999999999,8758.456042387097,
2017,HAMILTON,75,,20.1,440.28999999999996,19.89247096774194,Hamilton,0.3776914210183798,999.0,0.1022,0.5831,0.306,0.0087,0.0,0.0,0.0,0.0,0.1267,0.084,0.052,0.052,0.6853,0.0,0.0,0.0480999983847141,94.9103546142578,0.0,0.0,5.04154682159424,5.04154682159424,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,0.12499999999999999,8758.456042387097,
2017,HAMILTON,75,,21.3,440.28999999999996,19.89247096774194,Hamilton,0.3776914210183798,999.0,0.1022,0.5831,0.306,0.0087,0.0,0.0,0.0,0.0,0.1267,0.084,0.052,0.052,0.6853,0.0,0.0,0.0480999983847141,94.9103546142578,0.0,0.0,5.04154682159424,5.04154682159424,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,0.12499999999999999,8758.456042387097,
2012,HARPER,77,,11.2,300.12,24.25334731182798,Harper,0.4225769433858805,405.0,0.0788,0.5963,0.3164,0.0085,0.0,0.0,0.0,0.0,0.0677,0.1135,0.0434,0.1003,0.6751,0.0,0.0,0.0482999980449677,39.5061988830566,18.9428997039795,41.1243858337402,0.378214806318283,41.5026016235352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7278.914595225813,
2012,HARPER,77,,12.9,300.12,24.25334731182798,Harper,0.4225769433858805,405.0,0.0788,0.5963,0.3164,0.0085,0.0,0.0,0.0,0.0,0.0677,0.1135,0.0434,0.1003,0.6751,0.0,0.0,0.0482999980449677,39.5061988830566,18.9428997039795,41.1243858337402,0.378214806318283,41.5026016235352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7278.914595225813,
2012,HARPER,77,,20.2,300.12,24.25334731182798,Harper,0.4225769433858805,405.0,0.0788,0.5963,0.3164,0.0085,0.0,0.0,0.0,0.0,0.0677,0.1135,0.0434,0.1003,0.6751,0.0,0.0,0.0482999980449677,39.5061988830566,18.9428997039795,41.1243858337402,0.378214806318283,41.5026016235352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,7278.914595225813,
2017,HARPER,77,,29.8,460.44,21.88695698924732,Harper,0.4868579575377459,405.0,0.0788,0.5963,0.3164,0.0085,0.0,0.0,0.0,0.0,0.0677,0.1135,0.0434,0.1003,0.6751,0.0,0.0,0.0482999980449677,39.5061988830566,18.9428997039795,41.1243858337402,0.378214806318283,41.5026016235352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,10077.630476129036,
